restaurant_id,description
457,this building has been hom to restaurant sinc the 16c making it one of the oldest bolz today it houses an elegant restaurant that serves balanced combination of traditional local
1324,situated few metres from the lak the centr of the villag this welcoming and longestablished family restaurant boasts dining room that transforms into verand with outdoor dining
319,renowned for its fish this restaurant offers good choic of raw fish and delicious plateau royal the elegant spacious dining room boasts restful colour schem and views of the lak
1442,this charming restaurant is built on the sit of an old 18c oliv oil mill part of whic is still used as convivial win cell secluded and tranquil location the rest of the building is
1456,sinc 1967 this small restaurant has been delighting locals and visitors alik with its vast array of fish and seafood dishes including grilled and skewered specialities the fresh fish display
1330,this restaurant occupying an old post hous that dates back to the tim of mar louis duchess of parm lies amid the verdant landscapes of the parc regional bosc carreg just
356,from andor head uphill along winding road then leav the car the car park and follow path throug the vineyards to get to this restaurant wher meals are served either on panoramic
430,as you explor the narrow streets whic lead from the commercial port to the centr you’ll across this restaurant comprising several inter connected dining rooms with low ceilings and
424,situated on the fourth floor of the seeport hotel this restaurant boasts summer roof garden offering stunning sea views the chef nativ of ancon who trained with gualtier marches serves
1419,surrounded by walls dating back to the 13c this intim and romantic setting is typical of old spolet with the exposed beams and stonework the elegant dining rooms are the perfect backdrop
342,the larg pictur windows at this restaurant offer fin views of the tyrrhenian sea whil the menu features imagin recipes with focus on fish and seafood the most popul dishes includ “
1431,his small openview kitchen situated the centr of this restaurant chef bacher burkhard develops his vision of fusion cuisin with energy and precision combining flavours from italy and
1357,period furnitur regional cuisin and cheerful ambienc are som of the characteristics of this old farmhous whic is named after the 1800s when it was built som of the ingredients used
